"Channel 452"	"Channel 523"	"Channel 594"	"Channel 676"	"X (pixel)"	"Y (pixel)"	"X (microns)"	"Y (microns)"	"X__1"
137	186	7754	9703	946	608	103.3032	66.3936	NA
124	159	3109	11967	947	608	103.4124	66.3936	NA
0	0	1552	9703	948	608	103.5216	66.3936	NA
125	0	722	4815	949	608	103.6308	66.3936	NA
131	0	334	1253	950	608	103.74	66.3936	NA
131	0	0	229	951	609	103.8492	66.5028	"join"
129	0	0	0	952	609	103.9584	66.5028	NA
121	0	248	0	953	610	104.0676	66.612	NA
118	0	345	0	954	610	104.1768	66.612	NA
125	0	901	226	955	611	104.286	66.7212	NA
122	0	683	323	956	611	104.3952	66.7212	NA
121	0	608	399	957	612	104.5044	66.8304	NA
125	0	233	250	958	612	104.6136	66.8304	NA
121	0	0	0	959	613	104.7228	66.9396	NA
125	0	0	0	960	613	104.832	66.9396	NA
127	0	441	0	961	614	104.9412	67.0488	NA
131	0	1368	0	962	615	105.0504	67.158	NA
123	0	1837	0	963	615	105.1596	67.158	NA
0	0	2862	0	964	616	105.2688	67.2672	NA
124	0	5084	0	965	616	105.378	67.2672	NA
134	0	2635	0	966	617	105.4872	67.3764	NA
139	0	1258	0	967	617	105.5964	67.3764	NA
135	0	933	0	968	618	105.7056	67.4856	NA
130	0	656	0	969	618	105.8148	67.4856	NA
128	0	655	0	970	619	105.924	67.5948	NA
123	0	387	0	971	619	106.0332	67.5948	NA
133	0	194	0	972	620	106.1424	67.704	NA
145	0	229	0	973	620	106.2516	67.704	NA
141	177	399	0	974	621	106.3608	67.8132	NA
135	313	1013	331	975	622	106.47	67.9224	NA
138	317	1364	0	976	622	106.5792	67.9224	NA
170	605	3827	0	977	623	106.6884	68.0316	NA
174	589	2026	0	978	623	106.7976	68.0316	NA
167	439	1664	0	979	624	106.9068	68.1408	NA
136	251	1665	0	980	624	107.016	68.1408	NA
129	309	2092	280	981	625	107.1252	68.25	NA
122	314	1225	0	982	625	107.2344	68.25	NA
128	636	675	0	983	626	107.3436	68.3592	NA
124	383	407	0	984	626	107.4528	68.3592	NA
125	218	327	0	985	627	107.562	68.4684	NA
127	0	366	0	986	627	107.6712	68.4684	NA
0	0	762	0	987	628	107.7804	68.5776	NA
119	156	1663	234	988	628	107.8896	68.5776	NA
128	0	2803	706	989	629	107.9988	68.6868	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	"gap"
NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA
122	0	246	309	401	170	43.7892	18.564	NA
129	0	0	286	400	171	43.68	18.6732	NA
128	0	0	0	399	172	43.5708	18.7824	NA
119	0	0	0	398	173	43.4616	18.8916	NA
124	0	0	0	397	174	43.3524	19.0008	NA
129	0	0	0	396	175	43.2432	19.11	NA
120	0	0	280	395	176	43.134	19.2192	NA
121	0	0	296	395	177	43.134	19.3284	NA
0	0	171	346	394	178	43.0248	19.4376	NA
118	0	231	384	393	179	42.9156	19.5468	NA
122	0	379	229	392	180	42.8064	19.656	NA
0	0	640	0	391	181	42.6972	19.7652	NA
124	0	844	0	390	182	42.588	19.8744	NA
125	0	705	0	389	183	42.4788	19.9836	NA
122	0	952	0	388	184	42.3696	20.0928	NA
121	0	1082	0	387	185	42.2604	20.202	NA
124	0	1103	0	386	186	42.1512	20.3112	NA
120	0	1258	0	385	187	42.042	20.4204	NA
120	178	972	0	384	188	41.9328	20.5296	NA
118	178	866	0	384	189	41.9328	20.6388	NA
119	182	660	0	383	190	41.8236	20.748	NA
0	319	336	0	382	191	41.7144	20.8572	NA
123	827	357	368	381	192	41.6052	20.9664	NA
120	872	321	350	380	193	41.496	21.0756	NA
120	446	367	0	379	194	41.3868	21.1848	NA
123	325	712	0	378	195	41.2776	21.294	NA
122	289	880	0	377	196	41.1684	21.4032	NA
122	432	1128	250	376	197	41.0592	21.5124	NA
120	1199	1861	635	375	198	40.95	21.6216	NA
129	854	2482	563	374	199	40.8408	21.7308	NA
128	446	2261	280	373	200	40.7316	21.84	NA
137	348	1715	208	373	201	40.7316	21.9492	NA
118	236	1083	0	372	202	40.6224	22.0584	NA
120	0	709	0	371	203	40.5132	22.1676	NA
122	0	340	0	370	204	40.404	22.2768	NA
120	0	191	0	369	205	40.2948	22.386	NA
125	0	0	0	368	206	40.1856	22.4952	NA
120	0	0	0	367	207	40.0764	22.6044	NA
119	0	156	0	366	208	39.9672	22.7136	NA
119	0	318	0	365	209	39.858	22.8228	NA
124	0	351	0	364	210	39.7488	22.932	NA
127	0	271	0	363	211	39.6396	23.0412	NA
118	0	180	0	362	212	39.5304	23.1504	NA
123	0	252	0	362	213	39.5304	23.2596	NA
129	0	295	572	361	214	39.4212	23.3688	NA
131	0	421	750	360	215	39.312	23.478	NA
122	161	636	287	359	216	39.2028	23.5872	NA
130	181	731	0	358	217	39.0936	23.6964	NA
124	0	741	0	357	218	38.9844	23.8056	NA
121	0	801	0	356	219	38.8752	23.9148	NA
119	0	1637	0	355	220	38.766	24.024	NA
125	0	1306	0	354	221	38.6568	24.1332	NA
0	0	1017	0	353	222	38.5476	24.2424	NA
122	0	774	0	352	223	38.4384	24.3516	NA
118	0	506	0	351	224	38.3292	24.4608	NA
0	0	463	0	351	225	38.3292	24.57	NA
131	0	304	0	350	226	38.22	24.6792	NA
125	0	194	0	349	227	38.1108	24.7884	NA
121	0	171	0	348	228	38.0016	24.8976	NA
118	0	169	0	347	229	37.8924	25.0068	NA
119	0	184	0	346	230	37.7832	25.116	NA
128	0	167	222	345	231	37.674	25.2252	NA
0	0	166	233	344	232	37.5648	25.3344	NA
0	0	225	214	343	233	37.4556	25.4436	NA
0	0	190	404	342	234	37.3464	25.5528	NA
120	0	189	287	341	235	37.2372	25.662	NA
0	0	166	226	340	236	37.128	25.7712	NA
118	0	212	203	340	237	37.128	25.8804	NA
121	0	228	234	339	238	37.0188	25.9896	NA
118	168	284	688	338	239	36.9096	26.0988	NA
129	158	302	683	337	240	36.8004	26.208	NA
0	0	254	0	336	241	36.6912	26.3172	NA
119	0	272	0	335	242	36.582	26.4264	NA
124	0	322	0	334	243	36.4728	26.5356	NA
123	0	310	0	333	244	36.3636	26.6448	NA
119	0	318	0	332	245	36.2544	26.754	NA
122	0	395	0	331	246	36.1452	26.8632	NA
121	0	1115	0	330	247	36.036	26.9724	NA
0	0	766	0	329	248	35.9268	27.0816	NA
0	0	439	0	329	249	35.9268	27.1908	NA
118	0	376	0	328	250	35.8176	27.3	NA
123	0	355	0	327	251	35.7084	27.4092	NA
131	0	323	0	326	252	35.5992	27.5184	NA
124	0	297	0	325	253	35.49	27.6276	NA
123	0	350	0	324	254	35.3808	27.7368	NA
124	0	1407	550	323	255	35.2716	27.846	NA
124	157	2304	548	322	256	35.1624	27.9552	NA
125	169	1689	211	321	257	35.0532	28.0644	NA
131	0	1088	0	320	258	34.944	28.1736	NA
124	0	700	0	319	259	34.8348	28.2828	NA
122	0	558	0	318	260	34.7256	28.392	NA
122	0	623	0	318	261	34.7256	28.5012	NA
118	0	435	0	317	262	34.6164	28.6104	NA
125	0	340	0	316	263	34.5072	28.7196	NA
122	0	261	0	315	264	34.398	28.8288	NA
125	0	280	0	314	265	34.2888	28.938	NA
122	0	365	205	313	266	34.1796	29.0472	NA
126	0	450	193	312	267	34.0704	29.1564	NA
121	0	630	0	311	268	33.9612	29.2656	NA
123	0	957	0	310	269	33.852	29.3748	NA
119	0	1441	258	309	270	33.7428	29.484	NA
134	155	1483	364	308	271	33.6336	29.5932	NA
140	157	2253	558	307	272	33.5244	29.7024	NA
153	182	2490	1790	307	273	33.5244	29.8116	NA
136	195	5725	5023	306	274	33.4152	29.9208	NA
136	287	13632	5669	305	275	33.306	30.03	NA
134	467	17768	3575	304	276	33.1968	30.1392	NA
129	410	8943	1556	303	277	33.0876	30.2484	NA
127	249	2242	384	302	278	32.9784	30.3576	NA
119	170	2537	279	301	279	32.8692	30.4668	NA
123	164	1942	0	300	280	32.76	30.576	NA
120	0	1199	0	299	281	32.6508	30.6852	NA
119	0	5363	0	298	282	32.5416	30.7944	NA
0	0	3282	0	297	283	32.4324	30.9036	NA
122	0	3399	206	296	284	32.3232	31.0128	NA
123	181	4308	392	296	285	32.3232	31.122	NA
125	259	5564	1452	295	286	32.214	31.2312	NA
126	261	13555	1403	294	287	32.1048	31.3404	NA
128	173	5461	0	293	288	31.9956	31.4496	NA
120	0	2389	0	292	289	31.8864	31.5588	NA
120	0	1113	0	291	290	31.7772	31.668	NA
121	0	1811	0	290	291	31.668	31.7772	NA
121	0	2399	0	289	292	31.5588	31.8864	NA
126	0	810	0	288	293	31.4496	31.9956	NA
122	0	421	0	287	294	31.3404	32.1048	NA
121	0	402	0	286	295	31.2312	32.214	NA
124	0	448	0	285	296	31.122	32.3232	NA
124	0	638	0	285	297	31.122	32.4324	NA
125	0	4005	0	284	298	31.0128	32.5416	NA
119	0	5313	0	283	299	30.9036	32.6508	NA
119	0	2566	0	282	300	30.7944	32.76	NA
120	0	1385	0	281	301	30.6852	32.8692	NA
122	0	811	0	280	302	30.576	32.9784	NA
124	0	435	0	279	303	30.4668	33.0876	NA
121	0	352	0	278	304	30.3576	33.1968	NA
126	0	354	0	277	305	30.2484	33.306	NA
125	0	361	0	276	306	30.1392	33.4152	NA
128	0	379	0	275	307	30.03	33.5244	NA
0	0	503	0	274	308	29.9208	33.6336	NA
0	0	466	194	274	309	29.9208	33.7428	NA
124	0	645	0	273	310	29.8116	33.852	NA
120	0	926	0	272	311	29.7024	33.9612	NA
122	0	2075	0	271	312	29.5932	34.0704	NA
119	0	5538	291	270	313	29.484	34.1796	NA
133	0	6153	238	269	314	29.3748	34.2888	NA
122	0	1474	0	268	315	29.2656	34.398	NA
122	0	1032	0	267	316	29.1564	34.5072	NA
121	0	868	0	266	317	29.0472	34.6164	NA
129	0	641	0	265	318	28.938	34.7256	NA
123	0	506	0	264	319	28.8288	34.8348	NA
134	0	483	0	263	320	28.7196	34.944	NA
124	0	477	0	263	321	28.7196	35.0532	NA
127	0	387	0	262	322	28.6104	35.1624	NA
123	0	369	0	261	323	28.5012	35.2716	NA
120	0	363	0	260	324	28.392	35.3808	NA
129	0	336	0	259	325	28.2828	35.49	NA
122	0	339	0	258	326	28.1736	35.5992	NA
0	0	297	252	257	327	28.0644	35.7084	NA
123	0	175	857	256	328	27.9552	35.8176	NA
123	0	0	855	255	329	27.846	35.9268	NA
120	0	0	294	254	330	27.7368	36.036	NA
124	0	0	0	253	331	27.6276	36.1452	NA
127	0	0	0	252	332	27.5184	36.2544	NA
123	0	0	0	252	333	27.5184	36.3636	NA
121	0	0	0	251	334	27.4092	36.4728	NA
121	0	0	0	250	335	27.3	36.582	NA
124	0	155	0	249	336	27.1908	36.6912	NA
121	0	260	0	248	337	27.0816	36.8004	NA
121	0	796	0	247	338	26.9724	36.9096	NA
121	0	4541	0	246	339	26.8632	37.0188	NA
125	161	8803	0	245	340	26.754	37.128	NA
120	186	3850	0	244	341	26.6448	37.2372	NA
125	0	1652	0	243	342	26.5356	37.3464	NA
120	0	687	0	242	343	26.4264	37.4556	NA
121	0	447	0	241	344	26.3172	37.5648	NA
125	0	390	0	241	345	26.3172	37.674	NA
120	0	270	0	240	346	26.208	37.7832	NA
122	0	208	330	239	347	26.0988	37.8924	NA
122	0	237	361	238	348	25.9896	38.0016	NA
126	0	267	194	237	349	25.8804	38.1108	NA
124	0	307	0	236	350	25.7712	38.22	NA
125	0	403	0	235	351	25.662	38.3292	NA
123	0	520	0	234	352	25.5528	38.4384	NA
127	0	633	0	233	353	25.4436	38.5476	NA
126	0	609	0	232	354	25.3344	38.6568	NA
127	0	532	0	231	355	25.2252	38.766	NA
123	0	453	0	230	356	25.116	38.8752	NA
119	0	447	0	230	357	25.116	38.9844	NA
127	0	517	0	229	358	25.0068	39.0936	NA
125	176	812	0	228	359	24.8976	39.2028	NA
120	278	498	0	227	360	24.7884	39.312	NA
125	330	404	0	226	361	24.6792	39.4212	NA
124	216	524	225	225	362	24.57	39.5304	NA
124	170	661	336	224	363	24.4608	39.6396	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	"gap"
NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA
0	0	185	0	48	322	5.2416	35.1624	NA
0	0	230	0	49	323	5.3508	35.2716	NA
120	0	245	0	49	324	5.3508	35.3808	NA
121	0	226	0	50	325	5.46	35.49	NA
122	0	260	0	51	326	5.5692	35.5992	NA
122	0	355	0	52	327	5.6784	35.7084	NA
139	0	358	0	52	328	5.6784	35.8176	NA
131	0	468	0	53	329	5.7876	35.9268	NA
130	0	863	0	54	330	5.8968	36.036	NA
119	0	720	0	55	331	6.006	36.1452	NA
123	0	626	0	55	332	6.006	36.2544	NA
0	0	350	0	56	333	6.1152	36.3636	NA
124	0	247	0	57	334	6.2244	36.4728	NA
125	0	234	0	58	335	6.3336	36.582	NA
123	0	253	0	58	336	6.3336	36.6912	NA
121	0	356	0	59	337	6.4428	36.8004	NA
122	0	382	0	60	338	6.552	36.9096	NA
0	0	383	0	61	339	6.6612	37.0188	NA
122	0	366	0	61	340	6.6612	37.128	NA
120	0	1249	0	62	341	6.7704	37.2372	NA
0	158	1472	0	63	342	6.8796	37.3464	NA
123	0	1237	0	64	343	6.9888	37.4556	NA
118	0	1226	0	64	344	6.9888	37.5648	NA
0	0	953	0	65	345	7.098	37.674	NA
120	0	625	0	66	346	7.2072	37.7832	NA
129	0	694	0	67	347	7.3164	37.8924	NA
129	0	796	0	67	348	7.3164	38.0016	NA
123	0	622	0	68	349	7.4256	38.1108	NA
0	0	499	0	69	350	7.5348	38.22	NA
119	0	475	0	70	351	7.644	38.3292	NA
121	0	674	0	70	352	7.644	38.4384	NA
121	0	590	0	71	353	7.7532	38.5476	NA
124	0	393	0	72	354	7.8624	38.6568	NA
0	0	268	218	73	355	7.9716	38.766	NA
0	0	268	533	73	356	7.9716	38.8752	NA
123	0	201	838	74	357	8.0808	38.9844	NA
119	0	187	332	75	358	8.19	39.0936	NA
123	0	165	0	76	359	8.2992	39.2028	NA
129	0	177	0	76	360	8.2992	39.312	NA
120	0	199	0	77	361	8.4084	39.4212	NA
122	0	312	0	78	362	8.5176	39.5304	NA
125	0	415	0	79	363	8.6268	39.6396	NA
118	0	565	0	79	364	8.6268	39.7488	NA
122	0	813	0	80	365	8.736	39.858	NA
124	0	1006	0	81	366	8.8452	39.9672	NA
128	0	794	0	82	367	8.9544	40.0764	NA
123	0	740	0	82	368	8.9544	40.1856	NA
122	0	600	0	83	369	9.0636	40.2948	NA
123	0	969	0	84	370	9.1728	40.404	NA
127	0	480	0	85	371	9.282	40.5132	NA
126	0	439	0	85	372	9.282	40.6224	NA
128	0	393	0	86	373	9.3912	40.7316	NA
119	0	363	0	87	374	9.5004	40.8408	NA
122	0	356	0	88	375	9.6096	40.95	NA
132	0	344	0	88	376	9.6096	41.0592	NA
123	0	376	0	89	377	9.7188	41.1684	NA
123	0	366	0	90	378	9.828	41.2776	NA
122	0	370	199	91	379	9.9372	41.3868	NA
120	0	359	198	91	380	9.9372	41.496	NA
131	0	246	698	92	381	10.0464	41.6052	NA
123	0	184	1189	93	382	10.1556	41.7144	NA
121	0	0	571	94	383	10.2648	41.8236	NA
125	0	0	216	94	384	10.2648	41.9328	NA
127	0	170	213	95	385	10.374	42.042	NA
125	0	201	0	96	386	10.4832	42.1512	NA
125	0	233	0	97	387	10.5924	42.2604	NA
121	0	264	0	97	388	10.5924	42.3696	NA
123	0	302	0	98	389	10.7016	42.4788	NA
124	0	937	0	99	390	10.8108	42.588	NA
125	0	755	0	100	391	10.92	42.6972	NA
122	0	519	308	100	392	10.92	42.8064	NA
121	0	483	279	101	393	11.0292	42.9156	NA
122	0	455	194	102	394	11.1384	43.0248	NA
126	0	771	0	103	395	11.2476	43.134	NA
125	0	977	0	103	396	11.2476	43.2432	NA
130	0	826	0	104	397	11.3568	43.3524	NA
120	0	682	0	105	398	11.466	43.4616	NA
127	0	276	0	106	399	11.5752	43.5708	NA
119	0	294	0	106	400	11.5752	43.68	NA
0	0	318	0	107	401	11.6844	43.7892	NA
125	0	232	0	108	402	11.7936	43.8984	NA
120	0	222	0	109	403	11.9028	44.0076	NA
119	156	255	395	109	404	11.9028	44.1168	NA
128	0	273	496	110	405	12.012	44.226	NA
126	0	312	498	111	406	12.1212	44.3352	NA
129	159	416	542	112	407	12.2304	44.4444	NA
122	156	372	479	112	408	12.2304	44.5536	NA
121	0	477	0	113	409	12.3396	44.6628	NA
125	0	763	0	114	410	12.4488	44.772	NA
129	0	749	0	115	411	12.558	44.8812	NA
120	0	695	0	115	412	12.558	44.9904	NA
118	0	2058	0	116	413	12.6672	45.0996	NA
130	0	737	0	117	414	12.7764	45.2088	NA
126	0	542	0	118	415	12.8856	45.318	NA
122	0	701	0	118	416	12.8856	45.4272	NA
131	0	647	0	119	417	12.9948	45.5364	NA
124	0	965	0	120	418	13.104	45.6456	NA
127	0	881	0	121	419	13.2132	45.7548	NA
135	0	947	0	121	420	13.2132	45.864	NA
121	0	1246	0	122	421	13.3224	45.9732	NA
124	0	1245	0	123	422	13.4316	46.0824	NA
121	0	1698	0	124	423	13.5408	46.1916	NA
124	0	1925	0	124	424	13.5408	46.3008	NA
120	0	2223	0	125	425	13.65	46.41	NA
125	0	3470	0	126	426	13.7592	46.5192	NA
125	174	2595	0	127	427	13.8684	46.6284	NA
122	201	1103	0	127	428	13.8684	46.7376	NA
129	198	384	0	128	429	13.9776	46.8468	NA
123	158	309	202	129	430	14.0868	46.956	NA
126	0	265	215	130	431	14.196	47.0652	NA
121	0	281	0	130	432	14.196	47.1744	NA
122	0	307	0	131	433	14.3052	47.2836	NA
120	0	242	0	132	434	14.4144	47.3928	NA
123	0	337	226	133	435	14.5236	47.502	NA
119	0	399	384	133	436	14.5236	47.6112	NA
118	0	522	300	134	437	14.6328	47.7204	NA
128	0	598	0	135	438	14.742	47.8296	NA
130	0	919	0	136	439	14.8512	47.9388	NA
125	0	1289	0	136	440	14.8512	48.048	NA
127	0	1708	0	137	441	14.9604	48.1572	NA
127	0	504	588	138	442	15.0696	48.2664	NA
128	0	349	1084	139	443	15.1788	48.3756	NA
132	0	280	681	139	444	15.1788	48.4848	NA
131	0	231	205	140	445	15.288	48.594	NA
124	0	273	0	141	446	15.3972	48.7032	NA
127	0	344	0	142	447	15.5064	48.8124	NA
123	0	516	0	142	448	15.5064	48.9216	NA
132	0	760	0	143	449	15.6156	49.0308	NA
128	0	915	0	144	450	15.7248	49.14	NA
127	0	863	0	145	451	15.834	49.2492	NA
129	179	871	0	145	452	15.834	49.3584	NA
127	187	962	0	146	453	15.9432	49.4676	NA
118	168	1199	0	147	454	16.0524	49.5768	NA
118	0	1012	0	148	455	16.1616	49.686	NA
121	0	2845	212	148	456	16.1616	49.7952	NA
126	0	2345	441	149	457	16.2708	49.9044	NA
122	0	695	277	150	458	16.38	50.0136	NA
130	0	405	0	151	459	16.4892	50.1228	NA
128	0	359	0	151	460	16.4892	50.232	NA
127	0	260	223	152	461	16.5984	50.3412	NA
130	160	272	260	153	462	16.7076	50.4504	NA
124	213	278	0	154	463	16.8168	50.5596	NA
127	161	353	0	154	464	16.8168	50.6688	NA
129	0	351	0	155	465	16.926	50.778	NA
122	0	363	0	156	466	17.0352	50.8872	NA
126	0	270	0	157	467	17.1444	50.9964	NA
140	171	289	0	157	468	17.1444	51.1056	NA
131	157	319	0	158	469	17.2536	51.2148	NA
121	0	272	0	159	470	17.3628	51.324	NA
0	0	312	0	160	471	17.472	51.4332	NA
119	0	634	0	160	472	17.472	51.5424	NA
124	0	375	0	161	473	17.5812	51.6516	NA
118	0	401	0	162	474	17.6904	51.7608	NA
120	0	385	0	163	475	17.7996	51.87	NA
122	0	339	0	163	476	17.7996	51.9792	NA
126	0	356	0	164	477	17.9088	52.0884	NA
122	178	527	0	165	478	18.018	52.1976	NA
132	191	1205	230	166	479	18.1272	52.3068	NA
125	178	972	206	166	480	18.1272	52.416	NA
118	160	1134	0	167	481	18.2364	52.5252	NA
0	0	696	0	168	482	18.3456	52.6344	NA
120	0	372	0	169	483	18.4548	52.7436	NA
129	0	705	0	169	484	18.4548	52.8528	NA
127	0	869	0	170	485	18.564	52.962	NA
128	0	405	0	171	486	18.6732	53.0712	NA
130	0	351	0	172	487	18.7824	53.1804	NA
133	0	340	0	172	488	18.7824	53.2896	NA
127	0	328	0	173	489	18.8916	53.3988	NA
124	0	271	0	174	490	19.0008	53.508	NA
0	0	336	0	175	491	19.11	53.6172	NA
119	0	422	0	175	492	19.11	53.7264	NA
130	0	659	0	176	493	19.2192	53.8356	NA
119	0	366	0	177	494	19.3284	53.9448	NA
130	0	325	0	178	495	19.4376	54.054	NA
120	0	292	0	178	496	19.4376	54.1632	NA
120	0	228	0	179	497	19.5468	54.2724	NA
