"Channel 452"	"Channel 523"	"Channel 594"	"Channel 676"	"X (pixel)"	"Y (pixel)"	"X (microns)"	"Y (microns)"	"X__1"
118	197	525	0	456	445	49.7952	48.594	NA
130	200	458	0	457	444	49.9044	48.4848	NA
134	201	327	0	458	444	50.0136	48.4848	NA
135	0	729	0	459	443	50.1228	48.3756	NA
128	164	300	0	460	443	50.232	48.3756	NA
128	178	0	0	461	442	50.3412	48.2664	NA
121	242	159	0	462	442	50.4504	48.2664	NA
122	300	263	0	463	442	50.5596	48.2664	NA
124	204	763	0	464	441	50.6688	48.1572	NA
122	172	1208	0	465	441	50.778	48.1572	NA
120	157	2378	0	466	440	50.8872	48.048	NA
133	156	4368	238	467	440	50.9964	48.048	NA
142	171	8094	1081	468	440	51.1056	48.048	NA
138	199	6048	1198	469	439	51.2148	47.9388	NA
145	207	4910	1496	470	439	51.324	47.9388	NA
139	164	2103	565	471	438	51.4332	47.8296	NA
124	163	1304	597	472	438	51.5424	47.8296	NA
118	0	826	222	473	437	51.6516	47.7204	NA
0	0	613	0	474	437	51.7608	47.7204	NA
121	0	470	0	475	437	51.87	47.7204	NA
122	0	515	0	476	436	51.9792	47.6112	NA
123	0	602	0	477	436	52.0884	47.6112	NA
123	0	432	0	478	435	52.1976	47.502	NA
118	0	429	0	479	435	52.3068	47.502	NA
119	0	391	0	480	435	52.416	47.502	NA
0	0	348	0	481	434	52.5252	47.3928	NA
0	0	334	0	482	434	52.6344	47.3928	NA
126	0	362	0	483	433	52.7436	47.2836	NA
127	0	255	0	484	433	52.8528	47.2836	NA
129	0	233	231	485	432	52.962	47.1744	NA
132	0	176	225	486	432	53.0712	47.1744	NA
130	0	172	0	487	432	53.1804	47.1744	NA
120	0	207	0	488	431	53.2896	47.0652	NA
121	0	555	0	489	431	53.3988	47.0652	NA
122	0	1140	0	490	430	53.508	46.956	NA
122	0	2135	0	491	430	53.6172	46.956	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	"gap"
NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA
119	0	0	269	379	606	41.3868	66.1752	NA
128	0	0	430	379	605	41.3868	66.066	NA
122	0	0	377	380	604	41.496	65.9568	NA
121	0	0	584	380	603	41.496	65.8476	NA
118	0	244	0	381	602	41.6052	65.7384	NA
128	0	292	0	381	601	41.6052	65.6292	NA
125	155	532	447	382	600	41.7144	65.52	NA
126	208	600	492	382	599	41.7144	65.4108	NA
134	245	817	1113	383	598	41.8236	65.3016	NA
121	181	1047	467	383	597	41.8236	65.1924	NA
120	181	1435	347	383	596	41.8236	65.0832	NA
124	233	3088	315	384	595	41.9328	64.974	NA
125	225	2467	242	384	594	41.9328	64.8648	NA
125	278	3130	233	385	593	42.042	64.7556	NA
119	213	1659	0	385	592	42.042	64.6464	NA
121	184	1149	0	386	591	42.1512	64.5372	NA
121	156	1068	0	386	590	42.1512	64.428	NA
124	0	841	0	386	589	42.1512	64.3188	NA
124	0	653	0	387	588	42.2604	64.2096	NA
122	0	549	0	387	587	42.2604	64.1004	NA
122	170	460	207	388	586	42.3696	63.9912	NA
122	161	435	331	388	585	42.3696	63.882	NA
118	172	398	214	389	584	42.4788	63.7728	NA
119	162	441	0	389	583	42.4788	63.6636	NA
124	0	537	0	390	582	42.588	63.5544	NA
118	0	423	0	390	581	42.588	63.4452	NA
119	0	337	0	390	580	42.588	63.336	NA
124	0	639	0	391	579	42.6972	63.2268	NA
122	0	677	235	391	578	42.6972	63.1176	NA
118	0	940	227	392	577	42.8064	63.0084	NA
0	0	852	252	392	576	42.8064	62.8992	NA
120	0	1392	0	393	575	42.9156	62.79	NA
119	0	2230	271	393	574	42.9156	62.6808	NA
119	0	2721	195	394	573	43.0248	62.5716	NA
118	0	4070	197	394	572	43.0248	62.4624	NA
0	0	2784	0	394	571	43.0248	62.3532	NA
120	0	997	0	395	570	43.134	62.244	NA
126	0	628	0	395	569	43.134	62.1348	NA
123	0	340	0	396	568	43.2432	62.0256	NA
126	163	389	0	396	567	43.2432	61.9164	NA
126	269	564	0	397	566	43.3524	61.8072	NA
126	346	670	0	397	565	43.3524	61.698	NA
124	286	679	0	397	564	43.3524	61.5888	NA
126	203	1060	0	398	563	43.4616	61.4796	NA
131	180	1288	0	398	562	43.4616	61.3704	NA
129	157	5069	0	399	561	43.5708	61.2612	NA
121	0	9111	0	399	560	43.5708	61.152	NA
133	0	12295	0	400	559	43.68	61.0428	NA
132	0	4650	0	400	558	43.68	60.9336	NA
128	0	4142	0	401	558	43.7892	60.9336	"join"
130	0	2078	0	401	557	43.7892	60.8244	NA
124	0	1291	0	401	556	43.7892	60.7152	NA
133	0	1062	205	401	555	43.7892	60.606	NA
131	0	697	231	401	554	43.7892	60.4968	NA
128	0	735	322	401	553	43.7892	60.3876	NA
132	0	462	384	401	552	43.7892	60.2784	NA
137	297	378	839	401	551	43.7892	60.1692	NA
129	446	399	1720	401	550	43.7892	60.06	NA
127	541	447	1941	401	549	43.7892	59.9508	NA
127	688	286	1772	402	548	43.8984	59.8416	NA
120	1168	284	875	402	547	43.8984	59.7324	NA
126	1464	228	312	402	546	43.8984	59.6232	NA
136	1001	180	0	402	545	43.8984	59.514	NA
135	574	0	0	402	544	43.8984	59.4048	NA
140	368	242	0	402	543	43.8984	59.2956	NA
133	347	220	0	402	542	43.8984	59.1864	NA
123	288	284	0	402	541	43.8984	59.0772	NA
119	372	561	0	402	540	43.8984	58.968	NA
0	526	766	0	402	539	43.8984	58.8588	NA
121	679	779	0	402	538	43.8984	58.7496	NA
136	1130	816	203	402	537	43.8984	58.6404	NA
150	1495	1558	494	402	536	43.8984	58.5312	NA
144	2256	2277	854	402	535	43.8984	58.422	NA
136	1643	2007	773	402	534	43.8984	58.3128	NA
128	900	2216	349	402	533	43.8984	58.2036	NA
127	513	2258	215	402	532	43.8984	58.0944	NA
121	409	3173	278	402	531	43.8984	57.9852	NA
126	316	2071	254	403	530	44.0076	57.876	NA
126	0	1396	335	403	529	44.0076	57.7668	NA
119	0	743	855	403	528	44.0076	57.6576	NA
122	0	626	2378	403	527	44.0076	57.5484	NA
120	0	570	3085	403	526	44.0076	57.4392	NA
125	162	633	1658	403	525	44.0076	57.33	NA
123	0	869	378	403	524	44.0076	57.2208	NA
124	0	499	0	403	523	44.0076	57.1116	NA
125	0	372	0	403	522	44.0076	57.0024	NA
124	0	335	0	403	521	44.0076	56.8932	NA
121	0	320	0	403	520	44.0076	56.784	NA
122	0	281	0	403	519	44.0076	56.6748	NA
126	0	282	0	403	518	44.0076	56.5656	NA
124	0	269	0	403	517	44.0076	56.4564	NA
122	0	220	0	403	516	44.0076	56.3472	NA
121	0	207	0	403	515	44.0076	56.238	NA
128	0	166	0	403	514	44.0076	56.1288	NA
126	0	0	198	403	513	44.0076	56.0196	NA
124	0	0	275	403	512	44.0076	55.9104	NA
122	0	0	916	404	511	44.1168	55.8012	NA
120	0	0	959	404	510	44.1168	55.692	NA
125	0	0	520	404	509	44.1168	55.5828	NA
132	0	167	0	404	508	44.1168	55.4736	NA
133	0	233	0	404	507	44.1168	55.3644	NA
131	0	297	0	404	506	44.1168	55.2552	NA
133	0	335	0	404	505	44.1168	55.146	NA
127	0	321	0	404	504	44.1168	55.0368	NA
125	0	454	0	404	503	44.1168	54.9276	NA
128	0	518	0	404	502	44.1168	54.8184	NA
126	0	761	0	404	501	44.1168	54.7092	NA
121	0	675	0	404	500	44.1168	54.6	NA
122	0	330	213	404	499	44.1168	54.4908	NA
123	0	212	263	404	498	44.1168	54.3816	NA
120	0	386	239	404	497	44.1168	54.2724	NA
125	0	653	0	404	496	44.1168	54.1632	NA
127	0	894	0	404	495	44.1168	54.054	NA
125	0	952	0	404	494	44.1168	53.9448	NA
121	0	999	0	405	493	44.226	53.8356	NA
119	0	1289	0	405	492	44.226	53.7264	NA
127	176	1326	0	405	491	44.226	53.6172	NA
126	191	1529	259	405	490	44.226	53.508	NA
128	215	1986	420	405	489	44.226	53.3988	NA
120	232	2730	506	405	488	44.226	53.2896	NA
125	252	3436	310	405	487	44.226	53.1804	NA
133	259	3926	242	405	486	44.226	53.0712	NA
139	236	4468	346	405	485	44.226	52.962	NA
143	216	4174	564	405	484	44.226	52.8528	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	"gap"
NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA
121	0	1148	0	243	527	26.5356	57.5484	NA
123	0	994	0	244	526	26.6448	57.4392	NA
125	0	760	0	245	526	26.754	57.4392	NA
127	0	659	0	246	525	26.8632	57.33	NA
131	0	685	0	247	525	26.9724	57.33	NA
122	0	1455	0	248	524	27.0816	57.2208	NA
124	0	1790	0	249	524	27.1908	57.2208	NA
134	0	2367	0	250	523	27.3	57.1116	NA
129	0	1729	0	251	523	27.4092	57.1116	NA
121	0	1553	0	252	522	27.5184	57.0024	NA
120	0	1804	0	253	522	27.6276	57.0024	NA
121	202	5259	0	254	521	27.7368	56.8932	NA
120	186	4362	0	255	521	27.846	56.8932	NA
123	0	2701	0	256	520	27.9552	56.784	NA
122	0	2138	0	257	520	28.0644	56.784	NA
134	0	1411	221	258	519	28.1736	56.6748	NA
125	0	459	0	259	519	28.2828	56.6748	NA
123	0	450	0	260	518	28.392	56.5656	NA
125	0	426	0	261	518	28.5012	56.5656	NA
121	0	500	0	262	517	28.6104	56.4564	NA
119	0	629	0	263	517	28.7196	56.4564	NA
119	0	402	0	264	516	28.8288	56.3472	NA
120	0	235	0	265	516	28.938	56.3472	NA
119	0	510	0	266	515	29.0472	56.238	NA
122	0	832	0	267	515	29.1564	56.238	NA
124	0	1361	0	268	514	29.2656	56.1288	NA
121	0	1746	0	269	514	29.3748	56.1288	NA
122	0	2178	0	270	513	29.484	56.0196	NA
119	0	703	0	271	513	29.5932	56.0196	NA
119	0	319	0	272	512	29.7024	55.9104	NA
0	0	483	0	273	512	29.8116	55.9104	NA
121	0	483	0	274	511	29.9208	55.8012	NA
120	0	374	408	275	510	30.03	55.692	NA
128	0	279	432	276	510	30.1392	55.692	NA
0	0	167	250	277	509	30.2484	55.5828	NA
121	0	154	0	278	509	30.3576	55.5828	NA
0	0	0	0	279	508	30.4668	55.4736	NA
122	157	174	0	280	508	30.576	55.4736	NA
123	0	214	0	281	507	30.6852	55.3644	NA
126	0	266	0	282	507	30.7944	55.3644	NA
123	0	251	0	283	506	30.9036	55.2552	NA
124	0	288	0	284	506	31.0128	55.2552	NA
123	0	302	0	285	505	31.122	55.146	NA
0	0	371	0	286	505	31.2312	55.146	NA
119	0	495	0	287	504	31.3404	55.0368	NA
125	0	448	0	288	504	31.4496	55.0368	NA
119	0	675	0	289	503	31.5588	54.9276	NA
124	0	1179	0	290	503	31.668	54.9276	NA
127	0	3290	0	291	502	31.7772	54.8184	NA
122	0	1541	0	292	502	31.8864	54.8184	NA
127	0	905	0	293	501	31.9956	54.7092	NA
123	194	1201	346	294	501	32.1048	54.7092	NA
0	212	1477	624	295	500	32.214	54.6	NA
122	214	1838	584	296	500	32.3232	54.6	NA
124	204	6144	0	297	499	32.4324	54.4908	NA
123	229	15636	0	298	499	32.5416	54.4908	NA
119	0	7646	0	299	498	32.6508	54.3816	NA
0	0	3047	0	300	498	32.76	54.3816	NA
123	0	1539	0	301	497	32.8692	54.2724	NA
121	0	1853	0	302	497	32.9784	54.2724	NA
119	169	2423	312	303	496	33.0876	54.1632	NA
125	177	3748	1254	304	496	33.1968	54.1632	NA
131	181	6471	1742	305	495	33.306	54.054	NA
133	219	5223	738	306	494	33.4152	53.9448	NA
125	236	5946	629	307	494	33.5244	53.9448	NA
127	211	5999	531	308	493	33.6336	53.8356	NA
128	275	6221	870	309	493	33.7428	53.8356	NA
124	414	5754	843	310	492	33.852	53.7264	NA
127	328	4281	794	311	492	33.9612	53.7264	NA
132	221	1307	252	312	491	34.0704	53.6172	NA
127	183	710	197	313	491	34.1796	53.6172	NA
122	158	693	0	314	490	34.2888	53.508	NA
124	0	530	0	315	490	34.398	53.508	NA
124	197	435	0	316	489	34.5072	53.3988	NA
127	213	429	0	317	489	34.6164	53.3988	NA
121	158	519	0	318	488	34.7256	53.2896	NA
122	0	564	0	319	488	34.8348	53.2896	NA
129	0	450	0	320	487	34.944	53.1804	NA
124	0	413	0	321	487	35.0532	53.1804	NA
125	0	682	233	322	486	35.1624	53.0712	NA
120	0	1138	243	323	486	35.2716	53.0712	NA
129	0	2088	229	324	485	35.3808	52.962	NA
121	0	471	0	325	485	35.49	52.962	NA
118	0	453	0	326	484	35.5992	52.8528	NA
125	0	437	0	327	484	35.7084	52.8528	NA
128	0	374	597	328	483	35.8176	52.7436	NA
127	0	316	741	329	483	35.9268	52.7436	NA
138	0	359	329	330	482	36.036	52.6344	NA
132	0	375	0	331	482	36.1452	52.6344	NA
123	0	421	0	332	481	36.2544	52.5252	NA
121	0	438	0	333	481	36.3636	52.5252	NA
122	0	550	0	334	480	36.4728	52.416	NA
125	0	599	0	335	480	36.582	52.416	NA
124	0	675	209	336	479	36.6912	52.3068	NA
125	0	790	471	337	479	36.8004	52.3068	NA
125	164	635	1780	338	478	36.9096	52.1976	NA
122	0	435	1623	339	477	37.0188	52.0884	NA
122	0	357	624	340	477	37.128	52.0884	NA
120	0	401	0	341	476	37.2372	51.9792	NA
121	0	406	0	342	476	37.3464	51.9792	NA
119	0	393	0	343	475	37.4556	51.87	NA
119	155	403	0	344	475	37.5648	51.87	NA
122	0	298	0	345	474	37.674	51.7608	NA
125	0	330	222	346	474	37.7832	51.7608	NA
135	0	374	269	347	473	37.8924	51.6516	NA
128	0	362	346	348	473	38.0016	51.6516	NA
0	0	379	240	349	472	38.1108	51.5424	NA
119	0	379	0	350	472	38.22	51.5424	NA
125	0	240	0	351	471	38.3292	51.4332	NA
119	0	243	0	352	471	38.4384	51.4332	NA
123	0	273	0	353	470	38.5476	51.324	NA
118	0	271	0	354	470	38.6568	51.324	NA
118	0	366	0	355	469	38.766	51.2148	NA
123	0	331	0	356	469	38.8752	51.2148	NA
125	0	322	0	357	468	38.9844	51.1056	NA
0	0	214	0	358	468	39.0936	51.1056	NA
0	172	880	0	359	467	39.2028	50.9964	NA
119	199	2503	0	360	467	39.312	50.9964	NA
120	232	4798	0	361	466	39.4212	50.8872	NA
0	162	2115	0	362	466	39.5304	50.8872	NA
123	0	328	0	363	465	39.6396	50.778	NA
120	0	559	0	364	465	39.7488	50.778	NA
121	0	601	405	365	464	39.858	50.6688	NA
119	0	499	452	366	464	39.9672	50.6688	NA
123	0	610	298	367	463	40.0764	50.5596	NA
0	0	3150	246	368	463	40.1856	50.5596	NA
0	0	1537	0	369	462	40.2948	50.4504	NA
121	0	630	0	370	461	40.404	50.3412	NA
124	0	492	0	371	461	40.5132	50.3412	NA
129	0	425	0	372	460	40.6224	50.232	NA
124	0	458	0	373	460	40.7316	50.232	NA
118	0	352	0	374	459	40.8408	50.1228	NA
0	156	322	0	375	459	40.95	50.1228	NA
123	0	1827	0	376	458	41.0592	50.0136	NA
126	0	4054	0	377	458	41.1684	50.0136	NA
0	0	3164	0	378	457	41.2776	49.9044	NA
0	0	1761	0	379	457	41.3868	49.9044	NA
118	0	341	0	380	456	41.496	49.7952	NA
